1	4.186e-06
2	5.877e-06
3	4.130e-06
4	4.044e-06
5	5.521e-06
6	8.217e-06
7	6.191e-06
8	6.147e-06
9	9.310e-06
10	5.355e-06
11	7.814e-06
12	7.434e-06
13	1.628e-05
14	8.212e-06
15	9.358e-06
16	1.105e-05
17	9.369e-06
18	9.184e-06
19	1.061e-05
20	8.332e-06
21	9.496e-06
22	1.015e-05
23	1.207e-05
24	1.186e-05
25	1.032e-05
26	1.306e-05
27	1.150e-05
28	7.902e-06
29	1.062e-05
30	8.267e-06
31	7.595e-06
32	2.020e-05
33	1.244e-05
34	7.929e-06
35	1.442e-05
36	7.408e-06
37	1.812e-05
38	9.814e-06
39	1.045e-05
40	1.013e-05
41	1.300e-05
42	7.066e-06
43	1.188e-05
44	1.131e-05
45	1.076e-05
46	1.677e-05
47	3.488e-05
48	1.078e-05
49	2.362e-05
50	2.512e-05
55	1.162e-05
60	1.629e-04
65	1.582e-05
70	1.358e-05
75	1.898e-05
80	2.411e-05
85	1.751e-05
90	2.036e-05
95	1.798e-05
100	2.741e-05
110	2.211e-05
120	2.660e-05
130	2.186e-05
140	4.106e-05
150	2.464e-05
160	3.341e-05
170	2.927e-05
180	2.851e-05
190	5.477e-05
200	3.191e-05
220	7.042e-05
240	4.779e-05
260	4.083e-05
280	2.315e-04
300	4.366e-05
320	8.316e-05
340	4.931e-05
360	8.744e-05
380	3.016e-04
400	6.700e-05
420	6.793e-05
440	6.514e-05
460	1.141e-04
480	8.754e-05
500	6.866e-05
520	1.202e-04
540	9.002e-05
560	1.565e-04
580	9.400e-05
600	2.119e-04
620	1.168e-04
640	1.259e-04
660	8.709e-05
680	8.800e-05
700	1.339e-04
720	9.028e-05
740	1.509e-04
760	1.080e-04
780	1.188e-04
800	1.099e-04
