1	7.701e-06
2	3.065e-05
3	4.761e-06
4	5.505e-06
5	5.758e-06
6	5.721e-06
7	9.087e-06
8	7.105e-06
9	1.587e-05
10	3.941e-05
11	1.670e-05
12	6.166e-06
13	8.020e-06
14	9.345e-06
15	9.353e-06
16	1.084e-05
17	9.315e-06
18	9.777e-06
19	1.186e-05
20	1.016e-05
21	1.001e-05
22	1.820e-05
23	9.661e-06
24	8.780e-06
25	1.060e-05
26	6.874e-06
27	1.054e-05
28	1.861e-05
29	9.059e-06
30	1.166e-05
31	9.254e-06
32	2.289e-05
33	9.358e-06
34	3.277e-05
35	1.791e-05
36	1.202e-05
37	1.420e-05
38	1.258e-05
39	1.174e-05
40	1.056e-05
41	1.053e-05
42	2.105e-05
43	1.413e-05
44	9.989e-06
45	2.948e-05
46	1.213e-05
47	1.016e-05
48	1.133e-05
49	1.412e-05
50	1.257e-05
55	1.759e-05
60	1.753e-05
65	1.611e-05
70	3.925e-05
75	1.775e-05
80	1.651e-05
85	5.223e-05
90	5.458e-05
95	5.549e-05
100	4.132e-05
110	3.209e-05
120	3.425e-05
130	5.704e-05
140	3.010e-05
150	3.591e-05
160	4.159e-05
170	6.753e-05
180	3.457e-05
190	3.203e-05
200	6.498e-05
220	3.194e-05
240	5.635e-05
260	4.602e-05
280	6.464e-05
300	4.430e-05
320	5.026e-05
340	6.067e-05
360	5.675e-05
380	7.955e-05
400	6.845e-05
420	1.121e-04
440	7.192e-05
460	7.011e-05
480	7.584e-05
500	1.269e-04
520	1.174e-04
540	7.648e-05
560	8.824e-05
580	1.594e-04
600	1.244e-04
620	9.689e-05
640	3.067e-04
660	9.322e-05
680	2.193e-04
700	1.379e-04
720	1.239e-04
740	1.675e-04
760	2.308e-04
780	1.899e-04
800	4.318e-04
